2025-10-28 09:37:00 | likeminded.ca | Iterative | 198.41.0.4 | Step: Root | Response: Referral | RTT: 235.08 ms | Cache MISS
2025-10-28 09:37:34 | phoenix-music.ru | Iterative | 198.41.0.4 | Step: Root | Response: Referral | RTT: 198.21 ms | Cache MISS
2025-10-28 09:37:34 | phoenix-music.ru | Iterative | 198.41.0.4 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:37:34 | phoenix-music.ru | Iterative | 199.9.14.201 | Step: Root | Response: Referral | RTT: 303.04 ms | Cache MISS
2025-10-28 09:37:34 | phoenix-music.ru | Iterative | 199.9.14.201 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:37:34 | phoenix-music.ru | Iterative | 192.33.4.12 | Step: Root | Response: Referral | RTT: 114.51 ms | Cache MISS
2025-10-28 09:37:34 | phoenix-music.ru | Iterative | 192.33.4.12 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:37:35 | motiie.com | Iterative | 198.41.0.4 | Step: Root | Response: Referral | RTT: 180.38 ms | Cache MISS
2025-10-28 09:37:35 | motiie.com | Iterative | 198.41.0.4 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:37:35 | motiie.com | Iterative | 199.9.14.201 | Step: Root | Response: Referral | RTT: 293.81 ms | Cache MISS
2025-10-28 09:37:35 | motiie.com | Iterative | 199.9.14.201 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:37:35 | motiie.com | Iterative | 192.33.4.12 | Step: Root | Response: Referral | RTT: 144.96 ms | Cache MISS
2025-10-28 09:37:35 | motiie.com | Iterative | 192.33.4.12 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:37:36 | cncdesign.co.kr | Iterative | 198.41.0.4 | Step: Root | Response: Referral | RTT: 200.20 ms | Cache MISS
2025-10-28 09:37:36 | cncdesign.co.kr | Iterative | 198.41.0.4 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:37:36 | cncdesign.co.kr | Iterative | 199.9.14.201 | Step: Root | Response: Referral | RTT: 301.94 ms | Cache MISS
2025-10-28 09:37:36 | cncdesign.co.kr | Iterative | 199.9.14.201 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:37:36 | cncdesign.co.kr | Iterative | 192.33.4.12 | Step: Root | Response: Referral | RTT: 124.07 ms | Cache MISS
2025-10-28 09:37:36 | cncdesign.co.kr | Iterative | 192.33.4.12 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:37:37 | udoo24.com | Iterative | 198.41.0.4 | Step: Root | Response: Referral | RTT: 180.50 ms | Cache MISS
2025-10-28 09:37:37 | udoo24.com | Iterative | 198.41.0.4 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:37:37 | udoo24.com | Iterative | 199.9.14.201 | Step: Root | Response: Referral | RTT: 291.93 ms | Cache MISS
2025-10-28 09:37:37 | udoo24.com | Iterative | 199.9.14.201 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:37:37 | udoo24.com | Iterative | 192.33.4.12 | Step: Root | Response: Referral | RTT: 145.35 ms | Cache MISS
2025-10-28 09:37:37 | udoo24.com | Iterative | 192.33.4.12 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:37:38 | ljyelectronic.com | Iterative | 198.41.0.4 | Step: Root | Response: Referral | RTT: 179.31 ms | Cache MISS
2025-10-28 09:37:38 | ljyelectronic.com | Iterative | 198.41.0.4 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:37:38 | ljyelectronic.com | Iterative | 199.9.14.201 | Step: Root | Response: Referral | RTT: 300.15 ms | Cache MISS
2025-10-28 09:37:38 | ljyelectronic.com | Iterative | 199.9.14.201 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:37:38 | ljyelectronic.com | Iterative | 192.33.4.12 | Step: Root | Response: Referral | RTT: 114.43 ms | Cache MISS
2025-10-28 09:37:38 | ljyelectronic.com | Iterative | 192.33.4.12 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:37:39 | bek.ir | Iterative | 198.41.0.4 | Step: Root | Response: Referral | RTT: 200.11 ms | Cache MISS
2025-10-28 09:37:39 | bek.ir | Iterative | 198.41.0.4 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:37:39 | bek.ir | Iterative | 199.9.14.201 | Step: Root | Response: Referral | RTT: 293.98 ms | Cache MISS
2025-10-28 09:37:39 | bek.ir | Iterative | 199.9.14.201 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:37:39 | bek.ir | Iterative | 192.33.4.12 | Step: Root | Response: Referral | RTT: 115.78 ms | Cache MISS
2025-10-28 09:37:39 | bek.ir | Iterative | 192.33.4.12 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:37:39 | valerievandenbroek.nl | Iterative | 198.41.0.4 | Step: Root | Response: Referral | RTT: 180.76 ms | Cache MISS
2025-10-28 09:37:39 | valerievandenbroek.nl | Iterative | 198.41.0.4 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:37:39 | valerievandenbroek.nl | Iterative | 199.9.14.201 | Step: Root | Response: Referral | RTT: 302.32 ms | Cache MISS
2025-10-28 09:37:39 | valerievandenbroek.nl | Iterative | 199.9.14.201 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:37:39 | valerievandenbroek.nl | Iterative | 192.33.4.12 | Step: Root | Response: Referral | RTT: 124.60 ms | Cache MISS
2025-10-28 09:37:39 | valerievandenbroek.nl | Iterative | 192.33.4.12 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:37:40 | lacuentaperdida.org | Iterative | 198.41.0.4 | Step: Root | Response: Referral | RTT: 179.42 ms | Cache MISS
2025-10-28 09:37:40 | lacuentaperdida.org | Iterative | 198.41.0.4 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:37:40 | lacuentaperdida.org | Iterative | 199.9.14.201 | Step: Root | Response: Referral | RTT: 299.35 ms | Cache MISS
2025-10-28 09:37:40 | lacuentaperdida.org | Iterative | 199.9.14.201 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:37:40 | lacuentaperdida.org | Iterative | 192.33.4.12 | Step: Root | Response: Referral | RTT: 136.69 ms | Cache MISS
2025-10-28 09:37:40 | lacuentaperdida.org | Iterative | 192.33.4.12 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:37:41 | alkoholiker-clan.de | Iterative | 198.41.0.4 | Step: Root | Response: Referral | RTT: 191.47 ms | Cache MISS
2025-10-28 09:37:41 | alkoholiker-clan.de | Iterative | 198.41.0.4 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:37:41 | alkoholiker-clan.de | Iterative | 199.9.14.201 | Step: Root | Response: Referral | RTT: 292.82 ms | Cache MISS
2025-10-28 09:37:41 | alkoholiker-clan.de | Iterative | 199.9.14.201 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:37:41 | alkoholiker-clan.de | Iterative | 192.33.4.12 | Step: Root | Response: Referral | RTT: 126.34 ms | Cache MISS
2025-10-28 09:37:41 | alkoholiker-clan.de | Iterative | 192.33.4.12 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:37:42 | doommovie.com | Iterative | 198.41.0.4 | Step: Root | Response: Referral | RTT: 181.44 ms | Cache MISS
2025-10-28 09:37:42 | doommovie.com | Iterative | 198.41.0.4 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:37:42 | doommovie.com | Iterative | 199.9.14.201 | Step: Root | Response: Referral | RTT: 301.21 ms | Cache MISS
2025-10-28 09:37:42 | doommovie.com | Iterative | 199.9.14.201 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:37:42 | doommovie.com | Iterative | 192.33.4.12 | Step: Root | Response: Referral | RTT: 124.72 ms | Cache MISS
2025-10-28 09:37:42 | doommovie.com | Iterative | 192.33.4.12 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:37:43 | xqgcab.com | Iterative | 198.41.0.4 | Step: Root | Response: Referral | RTT: 233.25 ms | Cache MISS
2025-10-28 09:37:43 | xqgcab.com | Iterative | 198.41.0.4 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:37:43 | xqgcab.com | Iterative | 199.9.14.201 | Step: Root | Response: Referral | RTT: 354.82 ms | Cache MISS
2025-10-28 09:37:43 | xqgcab.com | Iterative | 199.9.14.201 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:37:43 | xqgcab.com | Iterative | 192.33.4.12 | Step: Root | Response: Referral | RTT: 125.82 ms | Cache MISS
2025-10-28 09:37:43 | xqgcab.com | Iterative | 192.33.4.12 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:37:44 | uanet.net | Iterative | 198.41.0.4 | Step: Root | Response: Referral | RTT: 224.53 ms | Cache MISS
2025-10-28 09:37:44 | uanet.net | Iterative | 198.41.0.4 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:37:44 | uanet.net | Iterative | 199.9.14.201 | Step: Root | Response: Referral | RTT: 312.28 ms | Cache MISS
2025-10-28 09:37:44 | uanet.net | Iterative | 199.9.14.201 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:37:44 | uanet.net | Iterative | 192.33.4.12 | Step: Root | Response: Referral | RTT: 154.85 ms | Cache MISS
2025-10-28 09:37:44 | uanet.net | Iterative | 192.33.4.12 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:37:45 | tomorrowsreflection.com | Iterative | 198.41.0.4 | Step: Root | Response: Referral | RTT: 168.98 ms | Cache MISS
2025-10-28 09:37:45 | tomorrowsreflection.com | Iterative | 198.41.0.4 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:37:45 | tomorrowsreflection.com | Iterative | 199.9.14.201 | Step: Root | Response: Referral | RTT: 290.82 ms | Cache MISS
2025-10-28 09:37:45 | tomorrowsreflection.com | Iterative | 199.9.14.201 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:37:45 | tomorrowsreflection.com | Iterative | 192.33.4.12 | Step: Root | Response: Referral | RTT: 141.61 ms | Cache MISS
2025-10-28 09:37:45 | tomorrowsreflection.com | Iterative | 192.33.4.12 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:37:46 | lighthouse.cc | Iterative | 198.41.0.4 | Step: Root | Response: Referral | RTT: 200.18 ms | Cache MISS
2025-10-28 09:37:46 | lighthouse.cc | Iterative | 198.41.0.4 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:37:46 | lighthouse.cc | Iterative | 199.9.14.201 | Step: Root | Response: Referral | RTT: 300.39 ms | Cache MISS
2025-10-28 09:37:46 | lighthouse.cc | Iterative | 199.9.14.201 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:37:46 | lighthouse.cc | Iterative | 192.33.4.12 | Step: Root | Response: Referral | RTT: 135.20 ms | Cache MISS
2025-10-28 09:37:46 | lighthouse.cc | Iterative | 192.33.4.12 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:37:47 | 7sports.jp | Iterative | 198.41.0.4 | Step: Root | Response: Referral | RTT: 179.30 ms | Cache MISS
2025-10-28 09:37:47 | 7sports.jp | Iterative | 198.41.0.4 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:37:47 | 7sports.jp | Iterative | 199.9.14.201 | Step: Root | Response: Referral | RTT: 292.15 ms | Cache MISS
2025-10-28 09:37:47 | 7sports.jp | Iterative | 199.9.14.201 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:37:47 | 7sports.jp | Iterative | 192.33.4.12 | Step: Root | Response: Referral | RTT: 206.32 ms | Cache MISS
2025-10-28 09:37:47 | 7sports.jp | Iterative | 192.33.4.12 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:37:48 | gamepsvita.com | Iterative | 198.41.0.4 | Step: Root | Response: Referral | RTT: 222.55 ms | Cache MISS
2025-10-28 09:37:48 | gamepsvita.com | Iterative | 198.41.0.4 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:37:48 | gamepsvita.com | Iterative | 199.9.14.201 | Step: Root | Response: Referral | RTT: 407.09 ms | Cache MISS
2025-10-28 09:37:48 | gamepsvita.com | Iterative | 199.9.14.201 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:37:48 | gamepsvita.com | Iterative | 192.33.4.12 | Step: Root | Response: Referral | RTT: 126.39 ms | Cache MISS
2025-10-28 09:37:48 | gamepsvita.com | Iterative | 192.33.4.12 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:37:49 | thunderex.com | Iterative | 198.41.0.4 | Step: Root | Response: Referral | RTT: 179.65 ms | Cache MISS
2025-10-28 09:37:49 | thunderex.com | Iterative | 198.41.0.4 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:37:49 | thunderex.com | Iterative | 199.9.14.201 | Step: Root | Response: Referral | RTT: 299.40 ms | Cache MISS
2025-10-28 09:37:49 | thunderex.com | Iterative | 199.9.14.201 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:37:49 | thunderex.com | Iterative | 192.33.4.12 | Step: Root | Response: Referral | RTT: 113.40 ms | Cache MISS
2025-10-28 09:37:49 | thunderex.com | Iterative | 192.33.4.12 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:37:50 | zamlelova.ru | Iterative | 198.41.0.4 | Step: Root | Response: Referral | RTT: 192.14 ms | Cache MISS
2025-10-28 09:37:50 | zamlelova.ru | Iterative | 198.41.0.4 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:37:50 | zamlelova.ru | Iterative | 199.9.14.201 | Step: Root | Response: Referral | RTT: 294.39 ms | Cache MISS
2025-10-28 09:37:50 | zamlelova.ru | Iterative | 199.9.14.201 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:37:50 | zamlelova.ru | Iterative | 192.33.4.12 | Step: Root | Response: Referral | RTT: 126.03 ms | Cache MISS
2025-10-28 09:37:50 | zamlelova.ru | Iterative | 192.33.4.12 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:37:51 | atomicbase.com | Iterative | 198.41.0.4 | Step: Root | Response: Referral | RTT: 200.21 ms | Cache MISS
2025-10-28 09:37:51 | atomicbase.com | Iterative | 198.41.0.4 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:37:51 | atomicbase.com | Iterative | 199.9.14.201 | Step: Root | Response: Referral | RTT: 287.99 ms | Cache MISS
2025-10-28 09:37:51 | atomicbase.com | Iterative | 199.9.14.201 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:37:51 | atomicbase.com | Iterative | 192.33.4.12 | Step: Root | Response: Referral | RTT: 113.44 ms | Cache MISS
2025-10-28 09:37:51 | atomicbase.com | Iterative | 192.33.4.12 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:37:52 | qdushu.com | Iterative | 198.41.0.4 | Step: Root | Response: Referral | RTT: 205.80 ms | Cache MISS
2025-10-28 09:37:52 | qdushu.com | Iterative | 198.41.0.4 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:37:52 | qdushu.com | Iterative | 199.9.14.201 | Step: Root | Response: Referral | RTT: 314.40 ms | Cache MISS
2025-10-28 09:37:52 | qdushu.com | Iterative | 199.9.14.201 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:37:52 | qdushu.com | Iterative | 192.33.4.12 | Step: Root | Response: Referral | RTT: 134.02 ms | Cache MISS
2025-10-28 09:37:52 | qdushu.com | Iterative | 192.33.4.12 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:37:53 | raqualia.com | Iterative | 198.41.0.4 | Step: Root | Response: Referral | RTT: 180.83 ms | Cache MISS
2025-10-28 09:37:53 | raqualia.com | Iterative | 198.41.0.4 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:37:53 | raqualia.com | Iterative | 199.9.14.201 | Step: Root | Response: Referral | RTT: 305.77 ms | Cache MISS
2025-10-28 09:37:53 | raqualia.com | Iterative | 199.9.14.201 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:37:53 | raqualia.com | Iterative | 192.33.4.12 | Step: Root | Response: Referral | RTT: 115.75 ms | Cache MISS
2025-10-28 09:37:53 | raqualia.com | Iterative | 192.33.4.12 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:37:54 | fanzi.pl | Iterative | 198.41.0.4 | Step: Root | Response: Referral | RTT: 192.43 ms | Cache MISS
2025-10-28 09:37:54 | fanzi.pl | Iterative | 198.41.0.4 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:37:54 | fanzi.pl | Iterative | 199.9.14.201 | Step: Root | Response: Referral | RTT: 293.45 ms | Cache MISS
2025-10-28 09:37:54 | fanzi.pl | Iterative | 199.9.14.201 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:37:54 | fanzi.pl | Iterative | 192.33.4.12 | Step: Root | Response: Referral | RTT: 126.69 ms | Cache MISS
2025-10-28 09:37:54 | fanzi.pl | Iterative | 192.33.4.12 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:37:55 | womenology.com | Iterative | 198.41.0.4 | Step: Root | Response: Referral | RTT: 177.13 ms | Cache MISS
2025-10-28 09:37:55 | womenology.com | Iterative | 198.41.0.4 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:37:55 | womenology.com | Iterative | 199.9.14.201 | Step: Root | Response: Referral | RTT: 319.06 ms | Cache MISS
2025-10-28 09:37:55 | womenology.com | Iterative | 199.9.14.201 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:37:55 | womenology.com | Iterative | 192.33.4.12 | Step: Root | Response: Referral | RTT: 136.70 ms | Cache MISS
2025-10-28 09:37:55 | womenology.com | Iterative | 192.33.4.12 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:37:56 | tonaci.com | Iterative | 198.41.0.4 | Step: Root | Response: Referral | RTT: 204.95 ms | Cache MISS
2025-10-28 09:37:56 | tonaci.com | Iterative | 198.41.0.4 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:37:56 | tonaci.com | Iterative | 199.9.14.201 | Step: Root | Response: Referral | RTT: 289.76 ms | Cache MISS
2025-10-28 09:37:56 | tonaci.com | Iterative | 199.9.14.201 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:37:56 | tonaci.com | Iterative | 192.33.4.12 | Step: Root | Response: Referral | RTT: 124.93 ms | Cache MISS
2025-10-28 09:37:56 | tonaci.com | Iterative | 192.33.4.12 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:37:57 | youngsnetwork.it | Iterative | 198.41.0.4 | Step: Root | Response: Referral | RTT: 178.56 ms | Cache MISS
2025-10-28 09:37:57 | youngsnetwork.it | Iterative | 198.41.0.4 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:37:57 | youngsnetwork.it | Iterative | 199.9.14.201 | Step: Root | Response: Referral | RTT: 299.84 ms | Cache MISS
2025-10-28 09:37:57 | youngsnetwork.it | Iterative | 199.9.14.201 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:37:57 | youngsnetwork.it | Iterative | 192.33.4.12 | Step: Root | Response: Referral | RTT: 123.67 ms | Cache MISS
2025-10-28 09:37:57 | youngsnetwork.it | Iterative | 192.33.4.12 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:37:58 | gvowebcast.com | Iterative | 198.41.0.4 | Step: Root | Response: Referral | RTT: 189.74 ms | Cache MISS
2025-10-28 09:37:58 | gvowebcast.com | Iterative | 198.41.0.4 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:37:58 | gvowebcast.com | Iterative | 199.9.14.201 | Step: Root | Response: Referral | RTT: 299.90 ms | Cache MISS
2025-10-28 09:37:58 | gvowebcast.com | Iterative | 199.9.14.201 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:37:58 | gvowebcast.com | Iterative | 192.33.4.12 | Step: Root | Response: Referral | RTT: 135.95 ms | Cache MISS
2025-10-28 09:37:58 | gvowebcast.com | Iterative | 192.33.4.12 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:37:58 | aspiringwriter.ca | Iterative | 198.41.0.4 | Step: Root | Response: Referral | RTT: 179.19 ms | Cache MISS
2025-10-28 09:37:58 | aspiringwriter.ca | Iterative | 198.41.0.4 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:37:58 | aspiringwriter.ca | Iterative | 199.9.14.201 | Step: Root | Response: Referral | RTT: 291.43 ms | Cache MISS
2025-10-28 09:37:58 | aspiringwriter.ca | Iterative | 199.9.14.201 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:37:58 | aspiringwriter.ca | Iterative | 192.33.4.12 | Step: Root | Response: Referral | RTT: 114.64 ms | Cache MISS
2025-10-28 09:37:58 | aspiringwriter.ca | Iterative | 192.33.4.12 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:37:59 | heygal.net | Iterative | 198.41.0.4 | Step: Root | Response: Referral | RTT: 191.19 ms | Cache MISS
2025-10-28 09:37:59 | heygal.net | Iterative | 198.41.0.4 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:37:59 | heygal.net | Iterative | 199.9.14.201 | Step: Root | Response: Referral | RTT: 301.83 ms | Cache MISS
2025-10-28 09:37:59 | heygal.net | Iterative | 199.9.14.201 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:37:59 | heygal.net | Iterative | 192.33.4.12 | Step: Root | Response: Referral | RTT: 113.77 ms | Cache MISS
2025-10-28 09:37:59 | heygal.net | Iterative | 192.33.4.12 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:38:00 | mpskota.com | Iterative | 198.41.0.4 | Step: Root | Response: Referral | RTT: 202.47 ms | Cache MISS
2025-10-28 09:38:00 | mpskota.com | Iterative | 198.41.0.4 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:38:00 | mpskota.com | Iterative | 199.9.14.201 | Step: Root | Response: Referral | RTT: 299.64 ms | Cache MISS
2025-10-28 09:38:00 | mpskota.com | Iterative | 199.9.14.201 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:38:00 | mpskota.com | Iterative | 192.33.4.12 | Step: Root | Response: Referral | RTT: 136.16 ms | Cache MISS
2025-10-28 09:38:00 | mpskota.com | Iterative | 192.33.4.12 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:38:01 | ohdev.co.uk | Iterative | 198.41.0.4 | Step: Root | Response: Referral | RTT: 190.95 ms | Cache MISS
2025-10-28 09:38:01 | ohdev.co.uk | Iterative | 198.41.0.4 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:38:01 | ohdev.co.uk | Iterative | 199.9.14.201 | Step: Root | Response: Referral | RTT: 295.07 ms | Cache MISS
2025-10-28 09:38:01 | ohdev.co.uk | Iterative | 199.9.14.201 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:38:01 | ohdev.co.uk | Iterative | 192.33.4.12 | Step: Root | Response: Referral | RTT: 124.06 ms | Cache MISS
2025-10-28 09:38:01 | ohdev.co.uk | Iterative | 192.33.4.12 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:38:02 | topilehtipuu.com | Iterative | 198.41.0.4 | Step: Root | Response: Referral | RTT: 191.92 ms | Cache MISS
2025-10-28 09:38:02 | topilehtipuu.com | Iterative | 198.41.0.4 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:38:02 | topilehtipuu.com | Iterative | 199.9.14.201 | Step: Root | Response: Referral | RTT: 296.27 ms | Cache MISS
2025-10-28 09:38:02 | topilehtipuu.com | Iterative | 199.9.14.201 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:38:02 | topilehtipuu.com | Iterative | 192.33.4.12 | Step: Root | Response: Referral | RTT: 113.75 ms | Cache MISS
2025-10-28 09:38:02 | topilehtipuu.com | Iterative | 192.33.4.12 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:38:03 | thereeftank.com | Iterative | 198.41.0.4 | Step: Root | Response: Referral | RTT: 179.92 ms | Cache MISS
2025-10-28 09:38:03 | thereeftank.com | Iterative | 198.41.0.4 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:38:03 | thereeftank.com | Iterative | 199.9.14.201 | Step: Root | Response: Referral | RTT: 299.22 ms | Cache MISS
2025-10-28 09:38:03 | thereeftank.com | Iterative | 199.9.14.201 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:38:03 | thereeftank.com | Iterative | 192.33.4.12 | Step: Root | Response: Referral | RTT: 124.64 ms | Cache MISS
2025-10-28 09:38:03 | thereeftank.com | Iterative | 192.33.4.12 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:38:04 | volksschule-neufahrn.de | Iterative | 198.41.0.4 | Step: Root | Response: Referral | RTT: 180.04 ms | Cache MISS
2025-10-28 09:38:04 | volksschule-neufahrn.de | Iterative | 198.41.0.4 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:38:04 | volksschule-neufahrn.de | Iterative | 199.9.14.201 | Step: Root | Response: Referral | RTT: 298.17 ms | Cache MISS
2025-10-28 09:38:04 | volksschule-neufahrn.de | Iterative | 199.9.14.201 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:38:04 | volksschule-neufahrn.de | Iterative | 192.33.4.12 | Step: Root | Response: Referral | RTT: 113.44 ms | Cache MISS
2025-10-28 09:38:04 | volksschule-neufahrn.de | Iterative | 192.33.4.12 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:38:05 | qingjiaopidaiji.com | Iterative | 198.41.0.4 | Step: Root | Response: Referral | RTT: 180.23 ms | Cache MISS
2025-10-28 09:38:05 | qingjiaopidaiji.com | Iterative | 198.41.0.4 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
2025-10-28 09:38:05 | qingjiaopidaiji.com | Iterative | 199.9.14.201 | Step: Root | Response: Referral | RTT: 298.88 ms | Cache MISS
2025-10-28 09:38:05 | qingjiaopidaiji.com | Iterative | 199.9.14.201 | Step: Root | Response: FAIL (0) | RTT: - | Cache MISS
